[16:10:08] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:28:04] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:28:13] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:28:19] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:28:28] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:28:34] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:28:43] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:28:49] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:28:58] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:29:04] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:29:13] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:29:19] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:29:28] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:29:34] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:29:43] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:29:49] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:29:58] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:30:04] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:30:13] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:30:19] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:30:28] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:30:34] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:30:43] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:30:49] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:30:58] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:31:04] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:31:13] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:31:19] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:31:28] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:31:34] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:31:43] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:31:49] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:31:58] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:32:04] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:32:13] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:32:19] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:32:28] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:32:34] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:32:43] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:32:49] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:32:58] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:33:04] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:33:13] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:33:19] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:33:28] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:33:34] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:33:43] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:33:49] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:33:58] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:34:04] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:34:13] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:34:19] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:34:28] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:34:34] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:34:43] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:34:49] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:34:58] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:35:04] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:35:13] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:35:19] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:35:28] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:35:34] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:35:43] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:35:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:35:58] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:36:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:36:13] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:36:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:36:28] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:36:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:36:43] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:36:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:36:58] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:37:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:37:13] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:37:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:37:28] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:37:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:37:43] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:37:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:37:58] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:38:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:38:13] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:38:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:38:28] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:38:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:38:43] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:38:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:38:58] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:39:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:39:13] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:39:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:39:28] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:39:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:39:43] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:39:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:39:58] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:40:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:40:13] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:40:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:40:28] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:40:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:40:43] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:40:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:40:58] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:41:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:41:13] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:41:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:41:28] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:41:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:41:43] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:41:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:41:58] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:42:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:42:13] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:42:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:42:28] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:42:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:42:43] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:42:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:42:58] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:43:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:43:13] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:43:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:43:28] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:43:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:43:43] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:43:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:43:58] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:44:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:44:13] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:44:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:44:28] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:44:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:44:43] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:44:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:44:58] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:45:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:45:13] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:45:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:45:28] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:45:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:45:43] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:45:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:45:58] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:46:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:46:13] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:46:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:46:28] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:46:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:46:43] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:46:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:46:58] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:47:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:47:13] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:47:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:47:28] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:47:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:47:43] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:47:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:47:58] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:48:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:48:13] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:48:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:48:28] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:48:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:48:43] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:48:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:48:58] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:49:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:49:13] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:49:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:49:28] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:49:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:49:43] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:49:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:49:58] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:50:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:50:13] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:50:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[17:50:28] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
